t_s,Cb_mM
624.5,0.181769840925853
625,0.181514784886721
625.5,0.18126008673745
626,0.181005745975856
626.5,0.180751762100459
627,0.180498134610482
627.5,0.180244863005854
628,0.179991946787201
628.5,0.179739385455853
629,0.179487178513838
629.5,0.179235325463885
630,0.178983825809418
630.5,0.17873267905456
631,0.178481884704129
631.5,0.178231442263636
632,0.177981351239289
632.5,0.177731611137988
633,0.177482221467322
633.5,0.177233181735576
634,0.176984491451721
634.5,0.176736150125418
635,0.176488157267016
635.5,0.176240512387553
636,0.17599321499875
636.5,0.175746264613015
637,0.175499660743439
637.5,0.175253402903799
638,0.17500749060855
638.5,0.174761923372833
639,0.174516700712465
639.5,0.174271822143944
640,0.174027287184449
640.5,0.173783095351832
641,0.173539246164625
641.5,0.173295739142035
642,0.173052573803941
642.5,0.172809749670899
643,0.172567266264136
643.5,0.172325123105552
644,0.172083319717717
644.5,0.17184185562387
645,0.171600730347921
645.5,0.171359943414446
646,0.171119494348691
646.5,0.170879382676565
647,0.170639607924644
647.5,0.170400169620167
648,0.170161067291039
648.5,0.169922300465824
649,0.16968386867375
649.5,0.169445771444704
650,0.169208008309235
650.5,0.168970578798547
651,0.168733482444506
651.5,0.168496718779632
652,0.168260287337102
652.5,0.168024187650747
653,0.167788419255053
653.5,0.167552981685161
654,0.16731787447686
654.5,0.167083097166594
655,0.166848649291457
655.5,0.16661453038919
656,0.166380739998185
656.5,0.166147277657482
657,0.165914142906767
657.5,0.165681335286371
658,0.165448854337271
658.5,0.165216699601088
659,0.164984870620086
659.5,0.164753366937172
660,0.164522188095894
